Codigo Dependencia;Dependencia;Tipo de Inversión;CodBPIN;Nombre Proyecto;Comuna;Nombre Comuna;Inversion;Año;Corte
741;Secretaría de Infraestructura Física;0;120067;CONSTRUCCIÓN, ADECUACIÓN Y SOSTENIMIENTO DE PUENTES PEATONALES Y VEHICULARES DE MEDELLÍN;15;Guayabal;$64,475,991;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;120071;CONSTRUCCIÓN PUENTE CALLE 93-94 (ARANJUEZ - CASTILLA);5;Castilla;$4,352,952,783;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;120072;CONSTRUCCION DE VIAS LATERALES QUEBRADA ALTA VISTA;70;Altavista;$15,081,316,899;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;120076;CONSTRUCCIÓN DE CICLO RUTAS EN LA CIUDAD DE MEDELLÍN;5;Castilla;$1,985,604;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;120076;CONSTRUCCIÓN DE CICLO RUTAS EN LA CIUDAD DE MEDELLÍN;7;Robledo;$1,985,604;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;120076;CONSTRUCCIÓN DE CICLO RUTAS EN LA CIUDAD DE MEDELLÍN;10;La Candelaria;$1,985,604;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;120076;CONSTRUCCIÓN DE CICLO RUTAS EN LA CIUDAD DE MEDELLÍN;11;Laureles - Estadio;$1,985,604;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;120076;CONSTRUCCIÓN DE CICLO RUTAS EN LA CIUDAD DE MEDELLÍN;14;El Poblado;$473,288,678;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;120076;CONSTRUCCIÓN DE CICLO RUTAS EN LA CIUDAD DE MEDELLÍN;15;Guayabal;$1,985,604;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;120076;CONSTRUCCIÓN DE CICLO RUTAS EN LA CIUDAD DE MEDELLÍN;16;Belén;$1,985,604;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;120076;CONSTRUCCIÓN DE CICLO RUTAS EN LA CIUDAD DE MEDELLÍN;4;Aranjuez;$1,985,604;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;120069;ESTUDIOS Y DISEÑOS PARA LA INFRAESTRUCTURA VIAL DEL MUNICIPIO DE MEDELLÍN;99;Toda la Ciudad;$457,383,402;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;120078;CONSTRUCCIÓN PUI LA IGUANÁ;7;Robledo;$131,561,186;2017;31-Dic-2017
741;Secretaría de Infraestructura Física;0;130359;AUTOPISTAS PARA LA PROSPERIDAD;99;Toda la Ciudad;$52,000,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160138;FORTALECIMIENTO DEL BIENESTAR ANIMAL;90;Santa Elena;$10,055,108,396;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160174;FORTALECIMIENTO DE LOS PROCESOS AMBIENTALES EN LOS CORREGIMIENTOS;15;Guayabal;$252,403,183;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160174;FORTALECIMIENTO DE LOS PROCESOS AMBIENTALES EN LOS CORREGIMIENTOS;14;El Poblado;$252,403,184;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160169;APOYO EN LAS INTERVENCIONES AMBIENTALES INTEGRALES;90;Santa Elena;$697,550,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160166;HABILITACIÓN AMBIENTAL DEL MORRO DE BASURAS DE MORAVIA;3;Manrique;$1,061,758,226;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160139;DESARROLLO DE ESTRATEGIAS LÚDICAS PARA EL BIENESTAR ANIMAL;90;Santa Elena;$150,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160164;ADMINISTRACIÓN DEL SISTEMA DE GESTIÓN AMBIENTAL;90;Santa Elena;$1,806,645,346;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160174;FORTALECIMIENTO DE LOS PROCESOS AMBIENTALES EN LOS CORREGIMIENTOS;16;Belén;$252,403,183;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160174;FORTALECIMIENTO DE LOS PROCESOS AMBIENTALES EN LOS CORREGIMIENTOS;50;San Sebastián de Palmitas;$252,403,183;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160174;FORTALECIMIENTO DE LOS PROCESOS AMBIENTALES EN LOS CORREGIMIENTOS;60;San Cristobal;$252,403,183;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160178;DESARROLLO DE ACTIVIDADES EDUCATIVAS PARA EL CUIDADO DEL MEDIO AMBIENTE;90;Santa Elena;$900,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160186;DESARROLLO DE ACTIVIDADES EDUCATIVAS PARA LA PREVENCIÓN DEL MALTRATO ANIMAL;90;Santa Elena;$200,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160188;DISEÑO Y EJECUCIÓN DE LA CAMPAÑA EDUCATIVA PARA PROMOVER LA MOVILIDAD SOSTENIBLE;90;Santa Elena;$116,097,280;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160577;17PP99-FORTALECIMIENTO DE LA CULTURA AMBIENTAL;1;Popular;$326,898,662;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160577;17PP99-FORTALECIMIENTO DE LA CULTURA AMBIENTAL;3;Manrique;$83,582,962;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160131;MANTENIMIENTO E INTERVENCIONES DE CAUCES DE QUEBRADAS;50;San Sebastián de Palmitas;$58,252,919;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160577;17PP99-FORTALECIMIENTO DE LA CULTURA AMBIENTAL;6;Doce de Octubre;$320,651,418;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160577;17PP99-FORTALECIMIENTO DE LA CULTURA AMBIENTAL;8;Villa Hermosa;$149,732,739;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160577;17PP99-FORTALECIMIENTO DE LA CULTURA AMBIENTAL;2;Santa Cruz;$177,135,924;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160131;MANTENIMIENTO E INTERVENCIONES DE CAUCES DE QUEBRADAS;12;La América;$142,507,389;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160131;MANTENIMIENTO E INTERVENCIONES DE CAUCES DE QUEBRADAS;3;Manrique;$102,403,817;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160582;17PP99-MANTENIMIENTO E INTERVENCIÓN INTEGRAL DE QUEBRADAS;8;Villa Hermosa;$71,434,285;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160130;FORTALECIMIENTO DE LA GESTIÓN DE NUESTRO RIO Y SUS QUEBRADAS;99;Toda la Ciudad;$393,379,050;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160577;17PP99-FORTALECIMIENTO DE LA CULTURA AMBIENTAL;9;Buenos Aires;$168,449,331;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160131;MANTENIMIENTO E INTERVENCIONES DE CAUCES DE QUEBRADAS;4;Aranjuez;$68,260,002;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160131;MANTENIMIENTO E INTERVENCIONES DE CAUCES DE QUEBRADAS;5;Castilla;$729,572,632;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160131;MANTENIMIENTO E INTERVENCIONES DE CAUCES DE QUEBRADAS;6;Doce de Octubre;$89,426,143;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160131;MANTENIMIENTO E INTERVENCIONES DE CAUCES DE QUEBRADAS;80;San Antonio de Prado;$68,260,001;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160131;MANTENIMIENTO E INTERVENCIONES DE CAUCES DE QUEBRADAS;10;La Candelaria;$68,328,363;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160137;FORTALECIMIENTO DE MICHIP;90;Santa Elena;$264,350,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160131;MANTENIMIENTO E INTERVENCIONES DE CAUCES DE QUEBRADAS;13;San Javier;$315,271,741;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160131;MANTENIMIENTO E INTERVENCIONES DE CAUCES DE QUEBRADAS;60;San Cristobal;$39,843,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160131;MANTENIMIENTO E INTERVENCIONES DE CAUCES DE QUEBRADAS;99;Toda la Ciudad;$2,247,544,791;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160132;DISEÑO E IMPLEMENTACIÓN DEL PLAN PADRINO DE QUEBRADAS Y ZONAS VERDES;99;Toda la Ciudad;$438,792,107;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160133;IMPLEMENTACIÓN, SEGUIMIENTO, REVISIÓN Y ACTUALIZACIÓN DEL PGIRS;90;Santa Elena;$10,032,069,989;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160134;DESARROLLO DE ESTRATEGIAS PARA LA GESTIÓN DE RESIDUOS SÓLIDOS;90;Santa Elena;$222,263,168;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160135;IMPLEMENTACIÓN DE LA ESTRATEGIA MEDELLÍN INTERCAMBIO VERDE;90;Santa Elena;$363,070,796;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160136;FORTALECIMIENTO A RECICLADORES;90;Santa Elena;$500,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160131;MANTENIMIENTO E INTERVENCIONES DE CAUCES DE QUEBRADAS;7;Robledo;$90,675,786;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160584;17PP99-FORTALECIMIENTO DE LA LABOR DEL RECICLADOR Y RUTAS DE RECOLECCIÓN;9;Buenos Aires;$128,387,297;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160582;17PP99-MANTENIMIENTO E INTERVENCIÓN INTEGRAL DE QUEBRADAS;4;Aranjuez;$152,539,047;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160583;17PP99-FORTALECIMIENTO DE LA GESTIÓN INTEGRAL DE LOS RESIDUOS SÓLIDOS;4;Aranjuez;$134,283,885;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160583;17PP99-FORTALECIMIENTO DE LA GESTIÓN INTEGRAL DE LOS RESIDUOS SÓLIDOS;5;Castilla;$232,955,520;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160583;17PP99-FORTALECIMIENTO DE LA GESTIÓN INTEGRAL DE LOS RESIDUOS SÓLIDOS;11;Laureles - Estadio;$56,104,313;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160583;17PP99-FORTALECIMIENTO DE LA GESTIÓN INTEGRAL DE LOS RESIDUOS SÓLIDOS;13;San Javier;$82,608,626;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160583;17PP99-FORTALECIMIENTO DE LA GESTIÓN INTEGRAL DE LOS RESIDUOS SÓLIDOS;16;Belén;$45,635,449;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160583;17PP99-FORTALECIMIENTO DE LA GESTIÓN INTEGRAL DE LOS RESIDUOS SÓLIDOS;70;Altavista;$228,608,626;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160582;17PP99-MANTENIMIENTO E INTERVENCIÓN INTEGRAL DE QUEBRADAS;6;Doce de Octubre;$115,411,961;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160584;17PP99-FORTALECIMIENTO DE LA LABOR DEL RECICLADOR Y RUTAS DE RECOLECCIÓN;8;Villa Hermosa;$128,387,296;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160582;17PP99-MANTENIMIENTO E INTERVENCIÓN INTEGRAL DE QUEBRADAS;3;Manrique;$192,731,303;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160584;17PP99-FORTALECIMIENTO DE LA LABOR DEL RECICLADOR Y RUTAS DE RECOLECCIÓN;11;Laureles - Estadio;$36,754,598;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160584;17PP99-FORTALECIMIENTO DE LA LABOR DEL RECICLADOR Y RUTAS DE RECOLECCIÓN;80;San Antonio de Prado;$184,647,919;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160585;17PP99-FORMACIÓN Y SENSIBILIZACIÓN EN TENENCIA RESPONSABLE DE ANIMALES DE COMPAÑÍA;1;Popular;$140,026,511;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160585;17PP99-FORMACIÓN Y SENSIBILIZACIÓN EN TENENCIA RESPONSABLE DE ANIMALES DE COMPAÑÍA;4;Aranjuez;$39,231,178;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160585;17PP99-FORMACIÓN Y SENSIBILIZACIÓN EN TENENCIA RESPONSABLE DE ANIMALES DE COMPAÑÍA;6;Doce de Octubre;$90,026,511;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;170028;FORMULACIÓN DEL PLAN DE ADAPTACION Y MITIGACION DE CAMBIO CLIMATICO;70;Altavista;$100,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150254;16PP3-APOYO A LA EJECUCIÓN DE ACCIONES QUE SE ENMARQUEN EN LA PERSPECTIVA DE UN PLAN INTEGRAL DE MANEJO AMBIENTAL;3;Manrique;$10,823,477;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160128;IMPLEMENTACIÓN DE LA POLÍTICA DE BIODIVERSIDAD Y LOS SERVICIOS ECOSISTÉMICOS;99;Toda la Ciudad;$77,901,747;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160583;17PP99-FORTALECIMIENTO DE LA GESTIÓN INTEGRAL DE LOS RESIDUOS SÓLIDOS;80;San Antonio de Prado;$57,608,626;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160579;17PP99-CONSERVACIÓN Y MANTENIMIENTO DE ESPACIOS VERDES DE LA CIUDAD;10;La Candelaria;$84,465,542;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160577;17PP99-FORTALECIMIENTO DE LA CULTURA AMBIENTAL;11;Laureles - Estadio;$74,866,369;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160577;17PP99-FORTALECIMIENTO DE LA CULTURA AMBIENTAL;12;La América;$14,993,836;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160577;17PP99-FORTALECIMIENTO DE LA CULTURA AMBIENTAL;13;San Javier;$93,582,962;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160577;17PP99-FORTALECIMIENTO DE LA CULTURA AMBIENTAL;15;Guayabal;$355,615,255;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160577;17PP99-FORTALECIMIENTO DE LA CULTURA AMBIENTAL;60;San Cristobal;$50,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160579;17PP99-CONSERVACIÓN Y MANTENIMIENTO DE ESPACIOS VERDES DE LA CIUDAD;2;Santa Cruz;$368,750,343;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160579;17PP99-CONSERVACIÓN Y MANTENIMIENTO DE ESPACIOS VERDES DE LA CIUDAD;6;Doce de Octubre;$100,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160582;17PP99-MANTENIMIENTO E INTERVENCIÓN INTEGRAL DE QUEBRADAS;13;San Javier;$65,291,420;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160579;17PP99-CONSERVACIÓN Y MANTENIMIENTO DE ESPACIOS VERDES DE LA CIUDAD;9;Buenos Aires;$125,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160577;17PP99-FORTALECIMIENTO DE LA CULTURA AMBIENTAL;10;La Candelaria;$56,149,777;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160579;17PP99-CONSERVACIÓN Y MANTENIMIENTO DE ESPACIOS VERDES DE LA CIUDAD;11;Laureles - Estadio;$353,768,349;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160579;17PP99-CONSERVACIÓN Y MANTENIMIENTO DE ESPACIOS VERDES DE LA CIUDAD;12;La América;$330,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160579;17PP99-CONSERVACIÓN Y MANTENIMIENTO DE ESPACIOS VERDES DE LA CIUDAD;13;San Javier;$81,980,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160579;17PP99-CONSERVACIÓN Y MANTENIMIENTO DE ESPACIOS VERDES DE LA CIUDAD;15;Guayabal;$144,196,580;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160579;17PP99-CONSERVACIÓN Y MANTENIMIENTO DE ESPACIOS VERDES DE LA CIUDAD;16;Belén;$98,225,182;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160579;17PP99-CONSERVACIÓN Y MANTENIMIENTO DE ESPACIOS VERDES DE LA CIUDAD;60;San Cristobal;$100,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160580;17PP80-PROTECCIÓN Y CONSERVACIÓN DEL RECURSO HÍDRICO;80;San Antonio de Prado;$21,845,367;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160581;17PP1-IDENTIFICACIÓN Y VALORACIÓN DE LA BIODIVERSIDAD Y SERVICIOS ECOSISTÉMICOS;1;Popular;$340,327,433;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;160579;17PP99-CONSERVACIÓN Y MANTENIMIENTO DE ESPACIOS VERDES DE LA CIUDAD;8;Villa Hermosa;$150,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150267;16PP50-FORTALECIMIENTO DEL HÁBITAT Y LA EDUCACIÓN AMBIENTAL DE SAN SEBASTIÁN DE PALMITAS;50;San Sebastián de Palmitas;$21,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160110;MANTENIMIENTO DE ECOPARQUES EN QUEBRADAS DE CIUDAD;7;Robledo;$44,444,444;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150258;16PP8-EDUCACIÓN Y PARTICIPACIÓN AMBIENTAL E INTERVENCIONES EN CUENCAS HÍDRICAS;8;Villa Hermosa;$72,981,632;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150259;16PP9-MEJORAMIENTO DEL HÁBITAT Y DE LA CULTURA AMBIENTAL EN BUENOS AIRES;9;Buenos Aires;$16,821,668;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150260;16PP10-FORTALECIMIENTO DE LA ESCUELA AMBIENTAL PARA EL MEJORAMIENTO EN EL COMPORTAMIENTO AMBIENTAL;10;La Candelaria;$40,357,063;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150261;16PP11-COMUNIDAD SOSTENIBLE AMBIENTALMENTE;11;Laureles - Estadio;$7,990,315;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150262;16PP12-ESPACIOS DE CONEXIÓN VITAL;12;La América;$148,400,106;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150263;16PP13-REVISIÓN Y ACTUALIZACIÓN DEL PLAN DE MANEJO AMBIENTAL E INTERVENCIONES EN PUNTOS CRÍTICOS DE QUEBRADAS Y RESIDUOS SÓLIDOS;13;San Javier;$59,326,196;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150255;16PP5-EDUCACIÓN PARA LA CULTURA AMBIENTAL, ADECUACIÓN Y MANTENIMIENTO DE ZONAS VERDES EN RETIROS DE QUEBRADA;5;Castilla;$4,939,436;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150265;16PP15-BUENAS PRÁCTICAS AMBIENTALES Y EDUCACIÓN AMBIENTAL;15;Guayabal;$10,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150253;16PP2-CULTURA AMBIENTAL PARA LA PROTECCIÓN DEL MEDIO AMBIENTE;2;Santa Cruz;$30,185,819;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150268;16PP60-FOMENTO A LAS BUENAS PRÁCTICAS AMBIENTALES EN LOS RECURSOS AGUA Y SUELO;60;San Cristobal;$50,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150269;16PP70-ALTAVISTA CON EDUCACIÓN AMBIENTAL CONTEXTUALIZADA;70;Altavista;$35,328,433;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150270;16PP80-MEDIO AMBIENTE Y SOSTENIBILIDAD;80;San Antonio de Prado;$147,157,442;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160110;MANTENIMIENTO DE ECOPARQUES EN QUEBRADAS DE CIUDAD;1;Popular;$14,814,815;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160110;MANTENIMIENTO DE ECOPARQUES EN QUEBRADAS DE CIUDAD;3;Manrique;$29,629,630;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160110;MANTENIMIENTO DE ECOPARQUES EN QUEBRADAS DE CIUDAD;4;Aranjuez;$14,814,815;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160110;MANTENIMIENTO DE ECOPARQUES EN QUEBRADAS DE CIUDAD;5;Castilla;$29,629,630;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160110;MANTENIMIENTO DE ECOPARQUES EN QUEBRADAS DE CIUDAD;6;Doce de Octubre;$14,814,815;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150264;16PP14-EDUCACIÓN AMBIENTAL;14;El Poblado;$24,697,181;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120084;CINTURÓN VERDE PARA EL EQUILIBRIO DEL TERRITORIO;3;Manrique;$1,390,345;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120080;MANEJO INTEGRAL DEL AGUA;7;Robledo;$595,268,852;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120080;MANEJO INTEGRAL DEL AGUA;70;Altavista;$892,903,279;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120081;BIENESTAR ANIMAL;99;Toda la Ciudad;$280,744,929;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120083;CONSERVACIÓN Y ADMINISTRACIÓN CERROS TUTELARES;6;Doce de Octubre;$6,057,408;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120083;CONSERVACIÓN Y ADMINISTRACIÓN CERROS TUTELARES;7;Robledo;$10,095,889;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120083;CONSERVACIÓN Y ADMINISTRACIÓN CERROS TUTELARES;8;Villa Hermosa;$4,038,356;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120083;CONSERVACIÓN Y ADMINISTRACIÓN CERROS TUTELARES;9;Buenos Aires;$6,057,533;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150257;16PP7-MEJORAMIENTO DEL HÁBITAT Y FORTALECIMIENTO A LA GESTIÓN AMBIENTAL EN ROBLEDO;7;Robledo;$18,278,684;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120084;CINTURÓN VERDE PARA EL EQUILIBRIO DEL TERRITORIO;1;Popular;$3,128,276;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120088;PARQUE CENTRAL DE ANTIOQUIA (SISTEMA CENTRAL DE PARQUES);99;Toda la Ciudad;$260,362,072;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120084;CINTURÓN VERDE PARA EL EQUILIBRIO DEL TERRITORIO;8;Villa Hermosa;$30,239,996;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120085;EDUCACIÓN AMBIENTAL;99;Toda la Ciudad;$100,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150256;16PP6-MEJORAMIENTO DEL HÁBITAT Y FORTALECIMIENTO A LA GESTIÓN AMBIENTAL EN EL DOCE DE OCTUBRE;6;Doce de Octubre;$60,324,453;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120087;GESTIÓN INTEGRAL DE RESIDUOS SÓLIDOS;99;Toda la Ciudad;$238,694,995;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160128;IMPLEMENTACIÓN DE LA POLÍTICA DE BIODIVERSIDAD Y LOS SERVICIOS ECOSISTÉMICOS;7;Robledo;$19,500,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120090;SISTEMA DE GESTIÓN AMBIENTAL;99;Toda la Ciudad;$66,437,571;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;150063;PROTECCIÓN DE MICROCUENCAS ESTRATÉGICAS - LEY 99;50;San Sebastián de Palmitas;$288,109,810;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;1;150252;16PP1-MEJORAMIENTO DE LAS CONDICIONES AMBIENTALES;1;Popular;$290,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;120083;CONSERVACIÓN Y ADMINISTRACIÓN CERROS TUTELARES;16;Belén;$14,134,245;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160127;CONSERVACIÓN DE ÁREAS PROTEGIDAS Y ÁREAS ESTRATÉGICAS PARA LA SOSTENIBILIDAD AMBIENTAL;3;Manrique;$108,088,926;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160122;FORMULACIÓN Y DISEÑO DEL COMPONENTE VERDE DE LA CIUDAD;99;Toda la Ciudad;$54,419,311;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160123;IMPLEMENTACIÓN DE ZONAS VERDES ALTERNATIVAS;11;Laureles - Estadio;$4,934,522;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160124;CONSERVACIÓN Y MANTENIMIENTO DE ESPACIOS VERDES DE LA CIUDAD;99;Toda la Ciudad;$3,248,450,743;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160125;"RESTAURACIÓN Y AUMENTO DE LA COBERTURA BOSCOSA EN LA ZONA RURAL DE MEDELLÍN";50;San Sebastián de Palmitas;$120,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160125;"RESTAURACIÓN Y AUMENTO DE LA COBERTURA BOSCOSA EN LA ZONA RURAL DE MEDELLÍN";60;San Cristobal;$120,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160125;"RESTAURACIÓN Y AUMENTO DE LA COBERTURA BOSCOSA EN LA ZONA RURAL DE MEDELLÍN";70;Altavista;$120,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160125;"RESTAURACIÓN Y AUMENTO DE LA COBERTURA BOSCOSA EN LA ZONA RURAL DE MEDELLÍN";80;San Antonio de Prado;$120,000,000;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160121;DISEÑO E IMPLEMENTACIÓN DE CONECTIVIDAD ECOLÓGICA DE CORREDORES VERDES;90;Santa Elena;$165,231,614;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160126;PROTECCIÓN DEL RECURSO HÍDRICO - LEY 99 DE 1993;70;Altavista;$10,310,949,362;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160127;CONSERVACIÓN DE ÁREAS PROTEGIDAS Y ÁREAS ESTRATÉGICAS PARA LA SOSTENIBILIDAD AMBIENTAL;1;Popular;$108,088,926;2017;31-Dic-2017
742;Secretaría de Medio Ambiente;0;160127;CONSERVACIÓN DE ÁREAS PROTEGIDAS Y ÁREAS ESTRATÉGICAS PARA LA SOSTENIBILIDAD AMBIENTAL;7;Robledo;$652,129,316;2017;31-Dic-2017
